date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:16:18	2356/2356	---M--	200	added ('OK')	text/xml	date:Sun,%2026%20Jan%202020%2017:16:18%20GMT	http://localhost/GardenMaintenance/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FGardenMaintenance%2Fprojects%2F&format=xml	F:/GardenMaintenance/localhost/GardenMaintenance/wp-json/oembed/1.0/embeda79c	(from http://localhost/GardenMaintenance/projects/)
22:16:19	30005/30005	---M--	200	added ('OK')	application/javascript	etag:%227535-59d0e1f0c706e%22	http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/317-layout.js?ver=4264e9c35c16bb10e172dab90eaef242	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/317-layoute273.js	(from http://localhost/GardenMaintenance/services/)
22:16:45	164392/164392	---M--	200	added ('OK')	image/jpeg	etag:%2228228-59d0c123b5685%22	http://localhost/GardenMaintenance/wp-content/uploads/2018/10/projects-06-free-img.jpg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/2018/10/projects-06-free-img.jpg	(from http://localhost/GardenMaintenance/projects/)
22:17:34	464153/464153	---M--	200	added ('OK')	image/jpeg	etag:%2271519-59d0c2067ba58%22	http://localhost/GardenMaintenance/wp-content/uploads/2020/01/projects-06.jpg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/2020/01/projects-06.jpg	(from http://localhost/GardenMaintenance/projects/)
22:17:39	499307/499307	---M--	200	added ('OK')	image/jpeg	etag:%2279e6b-59d0c2025526d%22	http://localhost/GardenMaintenance/wp-content/uploads/2020/01/projects-09.jpg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/2020/01/projects-09.jpg	(from http://localhost/GardenMaintenance/projects/)
22:17:44	29822/29822	---M--	200	added ('OK')	application/javascript	etag:%22747e-59d0e1f325340%22	http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/318-layout.js?ver=e479e01b2592e9b3959c5738441a7a3e	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/318-layout87a9.js	(from http://localhost/GardenMaintenance/projects/)
22:17:44	64109/64109	---M--	200	added ('OK')	text/css	etag:%22fa6d-59d0de34c64d4%22	http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/11-layout.css?ver=7722d121c631e09fb02b52546164fc51	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/11-layout278f.css	(from http://localhost/GardenMaintenance/contact/)
22:17:45	24970/24970	---M--	200	added ('OK')	text/css	etag:%22618a-59d0c0aa46a48%22	http://localhost/GardenMaintenance/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.css?ver=1.5.8.2	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/wpforms-lite/assets/css/wpforms-base82fc.css	(from http://localhost/GardenMaintenance/contact/)
22:17:47	2258/2258	---M--	200	added ('OK')	application/json	date:Sun,%2026%20Jan%202020%2017:17:46%20GMT	http://localhost/GardenMaintenance/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FGardenMaintenance%2Fcontact%2F	F:/GardenMaintenance/localhost/GardenMaintenance/wp-json/oembed/1.0/embed7e62.json	(from http://localhost/GardenMaintenance/contact/)
22:17:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2026%20Jan%202020%2017:17:47%20GMT	http://localhost/GardenMaintenance/?p=11	F:/GardenMaintenance/localhost/GardenMaintenance/index5757.html	(from http://localhost/GardenMaintenance/contact/)
22:17:48	2351/2351	---M--	200	added ('OK')	text/xml	date:Sun,%2026%20Jan%202020%2017:17:47%20GMT	http://localhost/GardenMaintenance/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FGardenMaintenance%2Fcontact%2F&format=xml	F:/GardenMaintenance/localhost/GardenMaintenance/wp-json/oembed/1.0/embed8793	(from http://localhost/GardenMaintenance/contact/)
22:17:53	30005/30005	---M--	200	added ('OK')	application/javascript	etag:%227535-59d0de34d0873%22	http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/11-layout.js?ver=7722d121c631e09fb02b52546164fc51	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/11-layout278f.js	(from http://localhost/GardenMaintenance/contact/)
22:17:56	439043/439043	---M--	200	added ('OK')	image/jpeg	etag:%226b303-59d0c20a5dc39%22	http://localhost/GardenMaintenance/wp-content/uploads/2020/01/projects-07.jpg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/2020/01/projects-07.jpg	(from http://localhost/GardenMaintenance/projects/)
22:17:57	4014/4014	---M--	200	added ('OK')	application/javascript	etag:%22fae-59d0c0ab17f93%22	http://localhost/GardenMaintenance/wp-content/plugins/wpforms-lite/assets/js/mailcheck.min.js?ver=1.1.2	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/wpforms-lite/assets/js/mailcheck.mincfa9.js	(from http://localhost/GardenMaintenance/contact/)
22:17:57	24368/24368	---M--	200	added ('OK')	application/javascript	etag:%225f30-59d0c0ab0d80e%22	http://localhost/GardenMaintenance/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.min.js?ver=1.19.0	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.minb3a6.js	(from http://localhost/GardenMaintenance/contact/)
22:18:04	53257/53257	---M--	200	added ('OK')	application/javascript	etag:%22d009-59d0c0ab419c1%22	http://localhost/GardenMaintenance/wp-content/plugins/wpforms-lite/assets/js/wpforms.js?ver=1.5.8.2	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/plugins/wpforms-lite/assets/js/wpforms82fc.js	(from http://localhost/GardenMaintenance/contact/)
22:18:17	363796/363796	---M--	200	added ('OK')	image/jpeg	etag:%2258d14-59d0c2123871b%22	http://localhost/GardenMaintenance/wp-content/uploads/2020/01/projects-11.jpg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/2020/01/projects-11.jpg	(from http://localhost/GardenMaintenance/projects/)
22:18:30	1293258/1293258	---M--	200	added ('OK')	image/jpeg	etag:%2213bbca-59d0c1b544118%22	http://localhost/GardenMaintenance/wp-content/uploads/2020/01/gardener-about-img.jpg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/2020/01/gardener-about-img.jpg	(from http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/86-layout.css?ver=3807cc87ff54db6b068fd347ed9acc67)
22:19:36	404926/404926	---M--	200	added ('OK')	image/jpeg	etag:%2262dbe-59d0c1fe117a9%22	http://localhost/GardenMaintenance/wp-content/uploads/2020/01/projects-bg.jpg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/2020/01/projects-bg.jpg	(from http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/318-layout.css?ver=e479e01b2592e9b3959c5738441a7a3e)
22:19:46	487416/487416	---M--	200	added ('OK')	image/jpeg	etag:%2276ff8-59d0c1e8f8c0d%22	http://localhost/GardenMaintenance/wp-content/uploads/2020/01/services-bg.jpg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/2020/01/services-bg.jpg	(from http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/317-layout.css?ver=4264e9c35c16bb10e172dab90eaef242)
22:20:03	688772/688772	---M--	200	added ('OK')	image/jpeg	etag:%22a8284-59d0c21e6f6a2%22	http://localhost/GardenMaintenance/wp-content/uploads/2020/01/contact-bg.jpg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/2020/01/contact-bg.jpg	(from http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/11-layout.css?ver=7722d121c631e09fb02b52546164fc51)
22:20:05	764641/764641	---M--	200	added ('OK')	image/jpeg	etag:%22baae1-59d0c1dce65e4%22	http://localhost/GardenMaintenance/wp-content/uploads/2020/01/about-us-bg.jpg	F:/GardenMaintenance/localhost/GardenMaintenance/wp-content/uploads/2020/01/about-us-bg.jpg	(from http://localhost/GardenMaintenance/wp-content/uploads/bb-plugin/cache/316-layout.css?ver=c7d9046806d3cce0d1504f429568400b)
